"","system.index","NDMI","NDMI_1","NDMI_10","NDMI_11","NDMI_12","NDMI_13","NDMI_14","NDMI_15","NDMI_16","NDMI_17","NDMI_18","NDMI_19","NDMI_2","NDMI_20","NDMI_21","NDMI_22","NDMI_23","NDMI_24","NDMI_25","NDMI_26","NDMI_27","NDMI_28","NDMI_29","NDMI_3","NDMI_30","NDMI_31","NDMI_32","NDMI_4","NDMI_5","NDMI_6","NDMI_7","NDMI_8","NDMI_9",".geo","CID","class"
"292","00000000000000000029_0",0.2911016,0.3846154,0.29083037,0.39902824,0.25048694,0.24568643,0.36927316,0.38727203,0.34354016,0.26292044,0.28789493,0.4064579,0.34487203,0.37615588,0.33648944,0.33358055,0.4144229,0.40598804,0.36709648,0.38825372,0.30056515,0.2673302,0.40701443,0.35503876,0.38384002,0.43895262,0.45145178,0.3744923,0.30312288,0.41259047,0.25051504,0.15043828,0.33355537,NA,292,"ltr"
"293","0000000000000000002a_0",0.30047265,0.26067615,0.2738031,0.31666666,0.2863568,0.26808867,0.2972028,0.279558,0.29247263,0.2750972,0.24488841,0.3246854,0.27927014,0.28933474,0.26103032,0.27852586,0.30204082,0.31007394,0.3043098,0.3008907,0.3596951,0.28127128,0.43551403,0.26252836,0.37238875,0.43387577,0.42589927,0.2987805,0.24074075,0.32596686,0.19553806,0.21048035,0.27886137,NA,293,"ltr"
"294","0000000000000000002b_0",0.35632184,0.19165727,0.44177094,0.45153418,0.39681858,0.093160376,0.13162996,0.15293708,0.36461127,0.3122282,0.3761238,0.3822306,0.23436123,0.34852374,0.41984734,0.36842105,0.3667309,0.37918517,0.42162934,0.38895282,0.39068666,0.26378796,0.30128905,0.17709291,0.3573804,0.3492502,0.2728078,0.27345133,0.42907387,0.35758784,0.2496955,0.19719043,0.36301026,NA,294,"ltr"
"295","0000000000000000002c_0",0.42219216,0.43302754,0.435141,0.41379824,0.4327612,0.41973537,0.41020337,0.41319507,0.42384106,0.41951218,0.40667492,0.32358631,0.37698412,0.41315016,0.43812105,0.46752486,0.41376296,0.4247294,0.35729846,0.29758713,0.32636815,0.1385056,0.37548298,0.508726,0.4536026,0.43662766,0.40078714,0.40723917,0.4296427,0.40251845,0.40474188,0.4298203,0.39308658,NA,295,"ltr"
"296","0000000000000000002d_0",0.19283536,0.29492977,0.17425552,0.30487806,0.38604173,0.12150264,0.31023332,0.23301394,0.2394203,0.35027984,0.38074312,0.4516067,0.21900122,0.45052686,0.14135174,0.18297213,0.21543409,0.2376666,0.22189298,0.42181963,0.29108608,0.14665681,0.27089152,0.2379936,0.34165433,0.4909091,0.38966292,0.30064887,0.22050163,0.30466095,0.061658397,0.08854824,0.2746479,NA,296,"ltr"
"297","0000000000000000002e_0",0.27476346,0.26530612,0.3048736,0.21680388,0.27058288,0.22588727,0.2,0.2647934,0.28382328,0.26903072,0.22712334,0.20148857,0.29263523,0.24994753,0.25983122,0.26552415,0.28105325,0.3170029,0.3153659,0.29378068,0.24587221,0.3280943,0.41211757,0.17935929,0.31589687,0.3449981,0.34450907,0.2507234,0.28235748,0.2302106,-0.020615796,0.085924715,0.3481359,NA,297,"ltr"
"298","0000000000000000002f_0",0.42713347,0.3886572,0.4178082,0.28668752,0.2890595,0.25235566,0.3116908,0.33195734,0.3174505,0.35199776,0.23773311,0.431173,0.40709618,0.27719685,0.3721973,0.28944528,0.26387227,0.32784638,0.36036292,0.2744361,0.37163815,0.20517343,0.36230436,0.4049857,0.3574895,0.42842323,0.34210095,0.34679878,0.33848053,0.35588735,0.2886345,0.29467595,0.33125103,NA,298,"ltr"
"299","00000000000000000030_0",0.45007235,0.3703226,0.6961538,0.5155459,0.40138853,0.4207241,0.49674055,0.43116766,0.41929975,0.41756374,0.43840075,0.5662848,0.5330927,0.5190343,0.4915591,0.5415525,0.4772938,0.5253093,0.5777778,0.62776023,0.48900524,0.39670658,0.53015876,0.49543568,0.46496814,0.5212888,0.4986124,0.4961665,0.30454546,0.44312394,0.23462783,0.43277723,0.49925038,NA,299,"ltr"
"300","00000000000000000031_0",0.38602576,0.4169666,0.40758637,0.47530866,0.3563267,0.3257985,0.4164905,0.32976076,0.38313252,0.4245283,0.41684383,0.41675815,0.40458715,0.4094944,0.46748465,0.36394742,0.40014115,0.44707814,0.41004673,0.38989237,0.40807775,0.37200382,0.4344086,0.4183124,0.50848305,0.4176275,0.37492728,0.44848955,0.4064516,0.40570334,0.3782096,0.43146014,0.35719937,NA,300,"ltr"
"301","00000000000000000032_0",0.41858283,0.41016373,0.4384782,0.4473324,0.34168315,0.41501746,0.40294006,0.46237126,0.44414464,0.46630648,0.43037745,0.4017061,0.40418753,0.34715417,0.34345138,0.4240298,0.39042822,0.46076038,0.42842957,0.37426987,0.40616408,0.41971934,0.38421983,0.40051198,0.47348085,0.4486589,0.49269664,0.4028412,0.42902085,0.42552638,0.5130923,0.41051593,0.46440488,NA,301,"ltr"
"302","00000000000000000034_0",0.29545453,0.373791,0.27391306,0.39996722,0.3685042,0.3922414,0.4663606,0.38376054,0.3857582,0.39321584,0.37026083,0.2992297,0.3781296,0.31659856,0.31332815,0.33028764,0.3427595,0.3015504,0.37621698,0.43389615,0.29475662,0.16148567,0.3849452,0.3163482,0.49493855,0.27538097,0.33656073,0.34796977,0.33064175,0.3692606,0.37394246,0.30496454,0.2733547,NA,302,"ltr"
"303","00000000000000000035_0",0.32394916,0.3220058,0.32644716,0.33237997,0.38235295,0.22759655,0.30083078,0.28762245,0.3103176,0.27983382,0.25580612,0.30445394,0.3234811,0.45396826,0.31037277,0.2908853,0.306584,0.41482046,0.2927477,0.3027307,0.27356747,0.31923243,0.34829268,0.27835447,0.36189574,0.37043795,0.41000748,0.31037092,0.3257801,0.34259415,0.21192053,0.22749068,0.25449154,NA,303,"ltr"
"304","00000000000000000036_0",0.41998407,0.38472518,0.2542373,0.4161429,0.31158715,0.33711603,0.3158511,0.33857617,0.32625,0.37648273,0.37725168,0.32493946,0.39678743,0.3103007,0.3428771,0.37024793,0.26865673,0.27116126,0.26835352,0.22966708,0.16029324,0.084043376,0.34110788,0.27788693,0.2675,0.27724776,0.3306419,0.40664962,0.2623219,0.30078125,0.34409162,0.4234609,0.3069481,NA,304,"ltr"
"305","00000000000000000037_0",0.46905538,0.38484848,0.49815497,0.41717258,0.3813084,0.3507729,0.55576557,0.73410404,0.5004292,0.47551867,0.65358853,0.65462756,0.41354808,0.608154,0.5584416,0.49342105,0.5683604,0.56587476,0.58059704,0.5021834,0.62970936,0.2960725,0.38501292,0.34779835,0.3697479,0.46201745,0.45878693,0.39794967,0.41597795,0.41472507,0.42676055,0.27900288,0.3250444,NA,305,"ltr"
"306","00000000000000000038_0",0.2931642,0.4010239,0.28135788,0.219407,0.32652044,0.13376044,0.28883904,0.20656635,0.30431417,0.1742354,0.15085903,0.17285383,0.34699687,0.2344607,0.18346474,0.29395542,0.14245176,0.24728529,0.2968088,0.2952183,0.21026213,0.066931084,0.25989568,0.343785,0.31223023,0.40200195,0.36249316,0.29916963,0.25354415,0.23050515,0.16127168,0.20077035,0.17884019,NA,306,"ltr"
"307","00000000000000000039_0",0.29911232,0.36629215,0.3712442,0.4370282,0.35473517,0.3916837,0.40101972,0.3340976,0.35024112,0.3804644,0.3177099,0.3831563,0.36988804,0.2961339,0.29456896,0.33238682,0.36545286,0.39582583,0.39179045,0.43393782,0.26337832,0.09209545,0.375,0.3738807,0.37200144,0.38392052,0.36477312,0.38298598,0.34649196,0.26954493,0.16136469,0.07666426,0.26562825,NA,307,"ltr"
"308","0000000000000000003a_0",0.4569474,0.48712492,0.3850605,0.4778833,0.43794146,0.5352809,0.4578005,0.4164447,0.44627607,0.4107744,0.35504335,0.35964525,0.47952047,0.37226278,0.35248172,0.3305231,0.4214498,0.34382567,0.38573098,0.39744118,0.43462285,0.37085828,0.43740606,0.43636364,0.3451217,0.4458179,0.41478002,0.43826747,0.43073395,0.34279594,0.37085137,0.42403808,0.40013984,NA,308,"ltr"
"309","0000000000000000003b_0",0.46688926,0.5187133,0.2805,0.30279458,0.22317933,0.15991037,0.33749646,0.219727,0.30888966,0.2514151,0.35332847,0.30374354,0.40056023,0.33789563,0.38714916,0.2617395,0.2593306,0.24634995,0.26865673,0.40446168,0.2918423,0.11636364,0.27967712,0.15971063,0.3406436,0.3687769,0.42454633,0.27153477,0.30658627,0.280745,0.12858827,0.26624903,0.26814428,NA,309,"ltr"
"310","0000000000000000003c_0",0.42832053,0.44671613,0.36576855,0.40129152,0.38108882,0.34706196,0.3664292,0.38519448,0.40949556,0.38935912,0.4688814,0.41614664,0.35105205,0.34793296,0.37716377,0.36861885,0.35178027,0.4340344,0.3631658,0.36706412,0.36776316,0.37419355,0.47033897,0.39792636,0.48502994,0.44069675,0.45463988,0.3867174,0.44397706,0.4083713,0.39534885,0.42973426,0.42820457,NA,310,"ltr"
"311","0000000000000000003d_0",0.1517629,0.39339104,0.52084744,0.4642202,0.4565113,0.41524366,0.49032837,0.22962397,0.17328767,0.24927114,0.16772108,0.29634643,0.26298457,0.2799443,0.3139103,0.23742276,0.3133228,0.2899494,0.27831864,0.40749148,0.17590441,0.3150327,0.295013,0.14489385,0.25486442,0.3150298,0.3790376,0.20875083,0.17293474,0.24515918,0.36328125,0.44626117,0.49972543,NA,311,"ltr"
"312","0000000000000000003e_0",0.46993318,0.46975735,0.40808082,0.54634774,0.4358209,0.41836512,0.46711102,0.468566,0.3580638,0.4121098,0.44805077,0.43142742,0.47347346,0.42566037,0.5021656,0.31790987,0.45488304,0.37146944,0.38084415,0.36515427,0.30967742,0.16764237,0.35406545,0.48135117,0.3813475,0.3213213,0.30606544,0.46783626,0.48315188,0.45144805,0.4270991,0.41979834,0.34682217,NA,312,"ltr"
"313","0000000000000000003f_0",0.43275863,0.4308259,0.39858854,0.56442416,0.37698686,0.4099182,0.36459854,0.3404,0.35868892,0.41296348,0.4104903,0.31370398,0.47641775,0.30775303,0.4288577,0.34072778,0.3423233,0.36225855,0.3591715,0.3085973,0.34789804,0.401068,0.408272,0.2896831,0.42376238,0.41079774,0.4036525,0.35790727,0.4217956,0.35673165,0.40887657,0.3568734,0.38953868,NA,313,"ltr"
"314","00000000000000000040_0",0.32798758,0.3310673,0.32044762,0.31093007,0.2638727,0.31004366,0.29562435,0.3847348,0.32172504,0.293999,0.34196496,0.31046513,0.32820377,0.3182659,0.26835608,0.28046077,0.2846154,0.32850716,0.2860606,0.40503743,0.30449694,0.2749161,0.35646355,0.3407713,0.4310685,0.31914893,0.4553882,0.39645278,0.39261016,0.3649053,0.34091923,0.3101712,0.36231244,NA,314,"ltr"
"315","00000000000000000041_0",0.44173294,0.48346543,0.44784853,0.45762712,0.47040102,0.4276094,0.452349,0.4117647,0.45127925,0.44751814,0.4771828,0.4968591,0.46587536,0.50572664,0.4611231,0.5212187,0.55037856,0.5177129,0.49945474,0.4962919,0.49596414,0.37058622,0.49089807,0.42926046,0.5183183,0.46702996,0.47545394,0.43543702,0.41745037,0.50014967,0.476815,0.39606974,0.4441402,NA,315,"ltr"
"316","00000000000000000042_0",0.39026472,0.42311862,0.3928263,0.43994555,0.47703284,0.365834,0.3893219,0.43666083,0.42121565,0.44157088,0.36119515,0.3817304,0.4187732,0.3761655,0.2925404,0.36457595,0.34404144,0.35504046,0.37682435,0.38391808,0.43727243,0.33509433,0.37599093,0.43700105,0.31546864,0.38577074,0.44945055,0.45334285,0.4774436,0.44896364,0.3969915,0.39965317,0.4387425,NA,316,"ltr"
"317","00000000000000000043_0",0.3269461,0.2730704,0.36449835,0.3025664,0.30951747,0.14772727,0.2756337,0.29258674,0.2306959,0.1881763,0.31256902,0.4068396,0.35482562,0.29760492,0.24760936,0.251927,0.09182555,0.114928626,0.3221512,0.32563892,0.4334234,0.44300938,0.45252597,0.2767068,0.43831933,0.48095658,0.10831123,0.31451613,0.33849058,0.346417,0.26205787,0.32455382,0.34317344,NA,317,"ltr"
"318","00000000000000000044_0",0.36633304,0.40916088,0.41087613,0.42015857,0.41037655,0.34317803,0.4206746,0.4187385,0.41815954,0.3826445,0.32222396,0.2413793,0.38960782,0.37592295,0.38333333,0.3297937,0.3114421,0.40697086,0.41328913,0.39163917,0.38884494,0.48034644,0.31639248,0.30048525,0.43230626,0.4138864,0.46011376,0.358957,0.3847879,0.36043572,0.38562343,0.46268657,0.45037898,NA,318,"ltr"
"319","00000000000000000045_0",0.2967491,0.27508855,0.20147999,0.29179958,0.27399895,0.09725954,0.3322566,0.40688646,0.33891493,0.32829046,0.18521969,0.21553043,0.3506808,0.23367286,0.27180487,0.25787294,0.2852459,0.3220159,0.39039505,0.37763852,0.40658602,0.24712643,0.3743094,0.19713858,0.50050515,0.372531,0.3715396,0.16999556,0.22979961,0.33752823,0.13828337,0.2917259,0.21870236,NA,319,"ltr"
"320","00000000000000000046_0",0.27892235,0.31084925,0.39511824,0.40110183,0.36203277,0.38920578,0.42607248,0.36747235,0.3167133,-0.0071444036,0.26349595,0.32825652,0.30726257,0.3706383,0.37003404,0.39821982,0.3428197,0.29641283,0.33899644,0.3466365,0.41051975,0.4164038,0.34543952,0.25398937,0.34362775,0.3344209,0.36748087,0.2923823,0.3250711,0.3190104,0.31924686,0.38773054,0.36239,NA,320,"ltr"
"321","00000000000000000047_0",0.3496224,0.35791963,0.42731276,0.40854573,0.28233153,0.3063399,0.34777564,0.30630344,0.3858586,0.34964123,0.3851827,0.4016298,0.3383553,0.42528737,0.4138878,0.3510047,0.48218313,0.39451638,0.41027266,0.33139294,0.3839928,0.2616304,0.45667687,0.5239015,0.40692237,0.4619838,0.43128607,0.43351173,0.3762154,0.37615812,0.267304,0.36261126,0.38607168,NA,321,"ltr"
"322","00000000000000000048_0",0.4340061,0.48292407,0.47994104,0.5243045,0.473426,0.42967543,0.46630436,0.45350555,0.47352746,0.38191283,0.42781317,0.38445842,0.44914284,0.42650065,0.46638298,0.47125933,0.38730854,0.39874122,0.30824688,0.3772216,0.33083358,0.36160603,0.37507337,0.41944692,0.3020528,0.31963637,0.35455257,0.43735763,0.4555607,0.4850081,0.44488034,0.45752347,0.4625994,NA,322,"ltr"
"323","00000000000000000049_0",0.06762968,0.4405728,0.2254673,0.214138,0.2558565,0.2283556,0.3001192,0.26536313,0.33300734,0.35105205,0.25163215,0.28173375,0.42677385,0.29275715,0.26490766,0.26142493,0.33699635,0.42199108,0.3337924,0.326228,0.253527,0.20323741,0.2547741,0.35914993,0.34334168,0.32844037,0.43055555,0.3695691,0.31029376,0.3220005,0.24568652,0.5507766,0.2832723,NA,323,"ltr"
"324","0000000000000000004a_0",0.4330544,0.5,0.47316357,0.5010548,0.45792034,0.45466155,0.49781314,0.4697054,0.46354777,0.06628393,0.23231238,0.29043853,0.45451063,0.3146934,0.37476695,0.40573868,0.2378959,0.29434425,0.34447044,0.30607337,0.27907744,0.0718232,0.3431896,0.4484151,0.3441005,0.36385044,0.3561601,0.4702873,0.44298977,0.47082886,0.4188001,0.41461268,0.43391475,NA,324,"ltr"
"325","0000000000000000004b_0",0.35230953,0.3452381,0.31800973,0.49815497,0.3041498,0.30789673,0.2962673,0.42222223,0.33856893,0.38093677,0.23389556,0.3886256,0.42818427,0.37101546,0.26914817,0.397669,0.33954644,0.34479403,0.35847476,0.29549378,0.31788525,0.05123967,0.38219896,0.3560477,0.3509055,0.33742583,0.3460478,0.32338902,0.40902746,0.34911045,0.29138604,0.30097672,0.3189189,NA,325,"ltr"
"326","0000000000000000004c_0",0.41479525,0.46592894,0.34440386,0.3222836,0.30262423,0.29091325,0.33953735,0.3447099,0.3579838,0.31922996,0.34598267,0.33511674,0.31734675,0.30258518,0.3607883,0.2976759,0.33333334,0.3596059,0.3301326,0.32042912,0.37460172,0.40992168,0.44342732,0.4308026,0.39614815,0.39023188,0.4348587,0.41329858,0.54291224,0.4584812,0.30344597,0.34454358,0.2952517,NA,326,"ltr"
"327","0000000000000000004d_0",0.20389639,0.3718833,0.23949437,0.5107704,0.25830904,0.40340558,0.45970055,0.33072662,0.17618819,0.4205265,0.34786186,0.26805857,0.3978653,0.22167173,0.12859634,0.24996169,0.31402808,0.27104682,0.33013895,0.26665565,0.30474415,0.2731377,0.2723562,0.40440115,0.21213934,0.3287698,0.24349442,0.41296542,0.41808844,0.44496572,0.2308542,0.31634048,0.25060907,NA,327,"ltr"
"328","0000000000000000004e_0",0.356517,0.41810104,0.31836656,0.46950266,0.41274658,0.29223496,0.39093605,0.4241161,0.3372861,0.48639455,0.42057082,0.39694658,0.4269835,0.47388932,0.34390077,0.380538,0.47126436,0.47916666,0.42251655,0.42874038,0.37649244,0.35315984,0.36349824,0.3601934,0.3883495,0.3720445,0.3614679,0.38238993,0.44238976,0.38405356,0.33738714,0.35537866,0.35408065,NA,328,"ltr"
"329","0000000000000000004f_0",0.2641397,0.22484578,-0.16201118,0.2620865,0.32667875,0.24962293,0.3262317,0.31725484,0.35506004,0.3101535,0.28036207,0.31957817,0.40095302,0.26313686,0.22701761,0.2932046,0.30711043,0.3031496,0.32577133,0.3351273,0.29381058,0.2981553,0.2605145,0.3640218,0.30245915,0.3449492,0.3165299,0.34542918,0.32157555,0.30683282,0.26790547,0.32449374,0.34174886,NA,329,"ltr"
"330","00000000000000000050_0",0.053214543,0.1521181,0.1371488,0.28442907,0.16852103,0.25530303,0.26949614,0.23491292,0.23726542,0.22801362,0.24416223,0.1609319,0.2448,0.41418293,0.17633623,0.29672706,0.32545826,0.20767817,0.29795763,0.30706134,0.21931855,0.16359113,0.21858042,0.18728717,0.17623697,0.30564517,0.2891454,0.17644414,0.10460449,0.0729805,-0.009138742,0.19032967,0.20166636,NA,330,"ltr"
"331","00000000000000000051_0",0.3531447,0.2928879,0.36601672,0.3425871,0.001198083,0.31414786,0.358605,0.2116089,0.18564402,0.2515247,0.2584658,0.29197225,0.48107067,0.27688873,0.3760855,0.3601089,0.2608937,0.27415255,0.29006582,0.2559002,0.2960265,0.2097191,0.19220258,0.18635395,0.08103418,0.24457864,0.06356774,0.4163209,0.3477049,0.37560123,0.34874016,0.3149991,0.31548244,NA,331,"ltr"
"332","00000000000000000052_0",0.39429778,0.40072638,0.132055,0.4137566,0.39021206,0.29952118,0.33893558,0.39390758,0.42663538,0.44990367,0.4148636,0.40256926,0.41296804,0.39805123,0.39937627,0.42893264,0.4444836,0.44817984,0.38846737,0.37886068,0.3799462,0.4188877,0.378882,0.41465363,0.425736,0.43690637,0.42901286,0.41341653,0.37925473,0.39513874,0.32204092,0.36787206,0.38329026,NA,332,"ltr"
"333","00000000000000000053_0",0.20033146,0.3212401,0.3985619,0.196443,0.35594204,0.3279678,0.38430983,0.33900645,0.39819884,0.4617972,0.3500436,0.4555746,0.38715994,0.39644352,0.2763614,0.24294955,0.47368422,0.47906026,0.5116022,0.3799304,0.51079136,0.22800925,0.592233,0.36978993,0.31443447,0.4003384,0.4256927,0.29980275,0.36561584,0.3939828,0.2983675,-0.01799856,0.07414216,NA,333,"ltr"
"334","00000000000000000054_0",0.33597577,0.2843116,0.28801084,0.22893693,0.20497832,0.21221492,0.26447344,0.2878988,0.2504348,0.2738263,0.22759159,0.18156424,0.39996386,0.19568203,0.26184538,0.3377218,0.31676528,0.25312665,0.33391228,0.29621676,0.25308412,0.3591517,0.31462762,0.311952,0.23901354,0.27512494,0.2805941,0.34073046,0.271611,0.5648855,0.30250418,0.2915419,0.1835723,NA,334,"ltr"
"335","00000000000000000055_0",0.2936218,0.41585815,0.2914692,0.33908328,0.33433282,0.31904963,0.31209877,0.34988895,0.3758967,0.46313962,0.5111394,0.3481521,0.43127364,0.5432258,0.21084921,0.34197605,0.46609443,0.48985508,0.34308133,0.48255432,0.43053174,0.10368382,0.4197052,0.3843508,0.38405797,0.48311308,0.44725934,0.36265272,0.3944687,0.41260403,0.25652257,0.22887613,0.2620865,NA,335,"ltr"
"336","00000000000000000056_0",0.2898146,0.21446179,0.34859812,0.2853246,0.15113439,0.3015428,0.37679902,0.15922366,0.39745402,0.40447503,0.3487052,0.18712273,0.4427313,0.2518753,0.23171265,0.22905028,0.4264638,0.3954635,0.39662108,0.13702624,0.32153955,0.19439892,0.30783632,0.31070802,0.26422584,0.31617647,0.25267738,0.42578018,0.29939395,0.363031,0.12078883,-0.065110855,0.07491335,NA,336,"ltr"
"337","00000000000000000057_0",0.23273781,0.24336973,0.47235578,0.4062225,0.16964285,0.15345454,0.19992183,0.296,0.13982953,0.09897143,0.27347687,0.20508744,0.46149975,0.25559846,0.3148148,0.29284975,0.21021079,0.24739417,0.27127376,0.17760758,0.24513902,0.26677853,0.28632662,0.20597485,0.0491963,0.2579557,0.24211961,0.424466,0.30558598,0.36446124,0.24754953,0.27724332,0.31666374,NA,337,"ltr"
"338","00000000000000000058_0",0.18217404,0.21486449,0.33688602,0.29475102,0.22180294,0.28501183,0.35867238,0.14979757,0.41728738,0.4915952,0.25,0.23028786,0.4383627,0.2949475,0.28831246,0.2545885,0.33451957,0.41068283,0.3471857,0.14705138,0.2969948,0.18615244,0.3271439,0.3468244,0.27482268,0.32063884,0.23819129,0.43857786,0.28041902,0.40988198,0.10363636,-0.03956044,0.22484529,NA,338,"ltr"
"339","00000000000000000059_0",0.22071572,0.28886685,0.20633751,0.38522953,0.45325443,0.0780499,0.36324906,0.17901357,0.22555304,0.43504763,0.25023606,0.22670321,0.38401157,0.3383429,0.16836429,0.3515625,0.3900185,0.5150721,0.36244255,0.33864796,0.26019123,0.30731708,0.47368422,0.32042104,0.33978236,0.46818182,0.36352202,0.36418432,0.37818637,0.40570378,0.15471092,-0.04638009,0.27095056,NA,339,"ltr"
"340","0000000000000000005a_0",0.020204421,0.057569295,0.23189135,0.2568323,0.04085921,0.180968,0.21205398,0.19354838,0.17971334,0.16164875,0.18460773,0.22268,0.08372692,0.23668033,0.33990148,0.26068267,0.24003223,0.24413845,0.2747699,0.19258408,0.13723838,0.14167099,0.21092613,0.020679986,0.059269797,0.15712503,0.19024713,0.14491343,0.09837529,0.083859,0.14773545,0.16931507,0.19576345,NA,340,"ltr"
"341","0000000000000000005b_0",0.3164557,0.32012898,0.20050378,0.35977808,0.42685542,0.26814222,0.4155924,0.5,0.47660586,0.6468725,0.71192056,0.6310204,0.4920964,0.5986079,0.6207792,0.48305085,0.66340935,0.7039922,0.9178645,0.71924746,0.71923745,0.35267857,0.49819493,0.42365816,0.49755302,0.46703297,0.42332613,0.38554803,0.32561985,0.37832016,0.21075425,0.30067155,0.23876159,NA,341,"ltr"
"342","0000000000000000005c_0",0.41754216,0.40956023,0.20865206,0.30876172,0.2862363,0.24954262,0.3411363,0.33289257,0.38850284,0.3856278,0.4819788,0.554007,0.43205896,0.44697988,0.38857144,0.41603467,0.5591216,0.4397233,0.5672092,0.45596868,0.49655172,0.387422,0.4286622,0.4002976,0.40892643,0.4744318,0.48204044,0.31485727,0.3017001,0.30921054,0.15793344,0.29547352,0.18304431,NA,342,"ltr"
"343","0000000000000000005d_0",0.2866422,0.1287166,0.14850137,0.14685105,0.14836547,0.13995568,0.15049227,0.17002141,0.14479105,0.13102743,0.18405376,0.22957198,0.2873635,0.26771006,0.23823029,0.24786033,0.29038498,0.269331,0.21228346,0.33690208,0.37943667,0.32705447,0.273468,0.17086835,0.2721519,0.3729347,0.32253712,0.25072888,0.11314125,0.17295426,0.044826854,0.27320307,0.10065097,NA,343,"ltr"
"344","0000000000000000005e_0",0.41352805,0.42982122,0.2391637,0.26715273,0.31244522,0.24132517,0.37813586,0.34022197,0.33551472,0.2974885,0.39706862,0.44942966,0.478436,0.341188,0.29882184,0.2119891,0.34251103,0.40572792,0.4038835,0.36658356,0.24024823,0.15859564,0.36323437,0.38947368,0.3822314,0.33376878,0.26680672,0.37526125,0.41339213,0.41174456,0.19507323,0.25617078,0.29898447,NA,344,"ltr"
"345","0000000000000000005f_0",0.4067227,0.5313989,0.40560675,0.39930707,0.4063745,0.32952532,0.28516412,0.36136878,0.3795227,0.3219921,0.36295217,0.3353625,0.36591724,0.38932496,0.4780771,0.4722838,0.6089061,0.7763158,0.72106,0.7781065,1.083067,0.22240527,0.4368932,0.20619658,0.31958762,0.5854701,0.5025381,0.14268513,0.2116279,0.31364626,0.23809524,0.21754043,0.39882812,NA,345,"ltr"
"346","00000000000000000060_0",0.3690476,0.38552508,0.21941054,0.24798042,0.23608534,0.10983919,0.2718959,0.27953488,0.20152603,0.23405676,0.35103124,0.34392375,0.42426318,0.24813119,0.12996688,0.29406613,0.22043258,0.28521192,0.30356753,0.3241807,0.2676552,0.17549133,0.28217602,0.39989266,0.16637707,0.29511678,0.20324074,0.3562763,0.38285446,0.3522591,0.11755952,0.09323165,0.21874118,NA,346,"ltr"
"347","00000000000000000061_0",0.57848835,0.7161572,0.6507042,0.851468,0.7368421,1.1,0.9605263,1.1042655,1.0769231,0.84732825,0.75535166,0.9881188,0.5873016,1.35206,1.0909091,1.1076924,0.8708752,0.9036827,0.8548387,0.8888889,0.7386364,0.25373134,0.4659091,0.8504436,0.51442647,0.8897059,0.5084746,0.87636364,0.7403509,0.8518519,0.66086954,0.41712204,0.837037,NA,347,"ltr"
"348","00000000000000000062_0",0.5376573,0.51490706,0.83972126,0.47214076,0.4752402,0.41491482,0.8027027,3.8433735,0.7370417,0.6684015,0.6723809,0.83272725,0.47804877,0.8084416,0.7124736,0.67611337,0.8420086,0.71800435,0.7703349,0.8674033,0.65660375,0.4819701,0.60200876,0.43511736,0.6289055,0.58232933,0.5313577,0.44153377,0.3938253,0.7833173,0.46892413,0.4196242,0.4127061,NA,348,"ltr"
"349","00000000000000000063_0",0.366453,0.5389205,0.5251018,0.48630136,0.65217394,0.59922177,1.0437375,1.1218274,1.3574879,0.9119497,0.90588236,1.0160428,0.41164824,1.2480211,1.0238663,1.0470588,0.84158415,1.0325203,0.8548387,1.0262009,0.7387755,0.41379312,1,0.5246996,0.7882353,0.82608694,0.7037037,0.5334928,0.63786006,0.52684563,0.5186104,0.37444934,0.57005346,NA,349,"ltr"
"350","00000000000000000064_0",0.4119412,0.42191666,0.35599014,0.32984293,0.2777778,0.22767624,0.33818412,0.18979016,0.33918127,0.21364295,0.28945255,0.332446,0.48081023,0.23162661,0.25311315,0.41223192,0.37026674,0.29937035,0.3845304,0.32807985,0.3153457,0.35718217,0.39949685,0.42678842,0.26431254,0.41467336,0.39055538,0.45462197,0.31417623,0.38991615,0.35861966,0.3853843,0.43607882,NA,350,"ltr"
"351","00000000000000000065_0",0.24936858,0.2945151,0.23259412,0.40945536,0.36416593,0.019254278,0.14242116,0.075440936,-0.0031357792,0.20058888,0.16054228,0.24860336,-0.052481595,0.27631366,0.14449434,0.23437268,0.29834926,0.25786164,0.28936785,0.2749789,0.1818724,0.15319796,0.26414827,-0.023255814,0.15321076,0.25938144,0.24549426,-0.00014411299,0.120129,0.06673007,0.24618225,0.2419214,0.25021827,NA,351,"ltr"
"352","00000000000000000066_0",0.3981963,0.42991123,0.39025077,0.42225394,0.32369643,0.23035312,0.33863223,0.25030023,0.16023391,0.28156698,0.2703959,0.35334674,0.41114983,0.31551978,0.32524356,0.3414594,0.3167982,0.19162066,0.44924784,0.38368678,0.27361366,0.38264534,0.36128023,0.3410072,0.3642333,0.38978055,0.37482095,0.38950962,0.34766912,0.36693072,0.23935127,0.17769608,0.21793349,NA,352,"ltr"
"353","00000000000000000067_0",0.22659534,0.24966079,0.5278311,0.5084587,0.40905416,0.4667788,0.2583784,0.36889252,0.32239157,0.27389395,0.33423272,0.27701545,0.24717692,0.43632957,0.2767145,0.28849903,0.3027047,0.31039426,0.38139534,0.32610974,0.4197745,0.363079,0.3939394,0.23844609,0.4359596,0.43429846,0.46243864,0.2126295,0.21325052,0.105726875,0.27076223,0.5143603,0.4957346,NA,353,"ltr"
